;Прайс-лист;;;;;
;;;;;;
;"ТОВ ""КАРП ЗУМ УКРАЇНА""";;;;;
;;;;;;
;У валютах цін.;;;;;
;Ціни зазначені на 10.08.2016;;;;;
;;;;;;
;;;;;;
;Номенклатура.Родитель/ Номенклатура;Залишок;Номенклатура.Артикул ;Розничная ЕВРО;;
;;;;Ціна;Од.;
;Услуги<(00002)>;;;;;
;            Act-X Boilies, 20mm, 800g, strawberry (клубника);18,000;CZ9493;2,96 EUR;шт;
;            Act-X Boilies, 20mm, 800g, vanilla (ваниль);20,000;CZ9509;2,96 EUR;шт;
;        36. Big Catch Boilies (бойлы прикормочные);;;;;
;            Big Catch Boilies, 800g 18mm Banana-Hemp (банан-конопля);;CZ7392;4,24 EUR;шт;
;            Big Catch Boilies, 800g 18mm Dead (дохлый);;CZ7330;4,24 EUR;шт;
;            Big Catch Boilies, 800g 18mm Fish-Halibut (рыба-палтус);;CZ7361;4,24 EUR;шт;
;            Big Catch Boilies, 800g 18mm GLM (зелено губая ракушка);;CZ7354;4,24 EUR;шт;
;            Big Catch Boilies, 800g 18mm Monster Crab (гигантский краб);;CZ7347;4,24 EUR;шт;
;            Big Catch Boilies, 800g 18mm Pineapple-Squid    (ананас-кальмар);13,000;CZ7408;4,24 EUR;шт;
;            Big Catch Boilies, 800g 18mm Scopex-Tigernuts  (скопекс-тигровый орех);14,000;CZ7385;4,24 EUR;шт;
;            Big Catch Boilies, 800g 18mm Spicy Hungarian Paprika  (острый венгерский перец);;CZ7378;4,24 EUR;шт;
;            Big Catch Boilies, 800g 18mm Strawberry-Fish (клубника-рыба);12,000;CZ7323;4,24 EUR;шт;
;        37. Boilies by Carp Zoom (бойлы прикормочные Carp Zoom) ;;;;;
;            Boilies by Carp Zoom 16 mm, fish 800 g (рыба);;CZ4674;3,19 EUR;шт;
;            Boilies by Carp Zoom 16 mm, pineapple 800 g (ананас);182,000;CZ6040;1,99 EUR;шт;
;            Boilies by Carp Zoom 16 mm, spicy chili 800 g (острый чили перец);;CZ4634;3,19 EUR;шт;
;            Boilies by Carp Zoom 16 mm, strawberry 800 g (клубника);106,000;CZ2588;1,99 EUR;шт;
;            Boilies by Carp Zoom 16 mm, vanilla 800 g (ваниль);217,000;CZ4667;1,99 EUR;шт;
;            Boilies by Carp Zoom 20 mm, liver 800 g  (печень);;CZ4603;3,19 EUR;шт;
;            Boilies by Carp Zoom 20 mm, spicy chili 800 g (острый чили перец);3,000;CZ4641;3,19 EUR;шт;
;        38. Boilies by Carp Zoom (бойлы прикормочные) (Catalogue p. 24);;;;;
;            CZ Boilies by Carp Zoom, 13mm, 500g, fish-halibut (рыба-палтус);;CZ6026;2,37 EUR;шт;
;            CZ Boilies by Carp Zoom, 13mm, 500g, GLM (зелено-губая ракушка);;CZ6033;2,37 EUR;шт;
;            CZ Boilies by Carp Zoom, 13mm, 500g, mango (манго);;CZ5982;2,37 EUR;шт;
;            CZ Boilies by Carp Zoom, 13mm, 500g, pineapple (ананас);;CZ6019;2,37 EUR;шт;
;            CZ Boilies by Carp Zoom, 13mm, 500g, plum (слива);;CZ5999;2,37 EUR;шт;
;            CZ Boilies by Carp Zoom, 13mm, 500g, strawberry (клубника);;CZ6002;2,37 EUR;шт;
;        39. Soluble Boilies in pot (растворимые бойлы) (Catalogue p. 25);;;;;
;            CZ Soluble Boilies, 20mm, 100g, cranberry (клюква);55,000;CZ0766;1,27 EUR;шт;
;            CZ Soluble Boilies, 20mm, 100g, fish-monster crab (рыба-гигантский краб);;CZ0773;1,27 EUR;шт;
;            CZ Soluble Boilies, 20mm, 100g, mango (манго);26,000;CZ0742;1,27 EUR;шт;
;            CZ Soluble Boilies, 20mm, 100g, meat-GLM (мясо-зелено губая ракушка);;CZ0780;1,27 EUR;шт;
;            CZ Soluble Boilies, 20mm, 100g, plum (слива);;CZ0735;1,27 EUR;шт;
;            CZ Soluble Boilies, 20mm, 100g, spicy frankfurter-belachan (франкфуртская колбаса);11,000;CZ0797;1,27 EUR;шт;
;            CZ Soluble Boilies, 20mm, 100g, strawberry (клубника);;CZ0728;1,27 EUR;шт;
;            CZ Soluble Boilies, 20mm, 100g, sweet corn-pineapple  (сладкая кукуруза-ананас);;CZ0759;1,27 EUR;шт;
;            CZ Soluble Boilies, 24mm, 100g, cranberry (клюква);14,000;CZ0841;1,20 EUR;шт;
;            CZ Soluble Boilies, 24mm, 100g, fish-monster crab (рыба-гигантский краб);;CZ0858;1,20 EUR;шт;
;            CZ Soluble Boilies, 24mm, 100g, mango (манго);55,000;CZ0827;1,20 EUR;шт;
;            CZ Soluble Boilies, 24mm, 100g, meat-GLM (мясо-зелено губая ракушка);6,000;CZ0865;1,20 EUR;шт;
;            CZ Soluble Boilies, 24mm, 100g, plum (слива);8,000;CZ0810;1,20 EUR;шт;
;            CZ Soluble Boilies, 24mm, 100g, spicy frankfurter-belachan (франкфуртская колбаса);;CZ0872;1,20 EUR;шт;
;            CZ Soluble Boilies, 24mm, 100g, strawberry (клубника);29,000;CZ0803;1,20 EUR;шт;
;            CZ Soluble Boilies, 24mm, 100g, sweet corn-pineapple  (сладкая кукуруза-ананас);;CZ0834;1,20 EUR;шт;
;        40. Soluble Boilies in bag (растворимые бойлы);;;;;
;            CZ Soluble Boilies, 20mm, 800g, fish-monster crab (рыба-гигантский краб);3,000;CZ0636;2,19 EUR;шт;
;            CZ Soluble Boilies, 20mm, 800g, mango (манго);28,000;CZ0629;2,19 EUR;шт;
;            CZ Soluble Boilies, 20mm, 800g, plum (слива);;CZ0612;2,19 EUR;шт;
;            CZ Soluble Boilies, 20mm, 800g, strawberry (клубника);;CZ0605;2,19 EUR;шт;
;            CZ Soluble Boilies, 24mm, 800g, fish-monster crab (рыба-гигантский краб);5,000;CZ0698;2,19 EUR;шт;
;            CZ Soluble Boilies, 24mm, 800g, mango (манго);16,000;CZ0681;2,19 EUR;шт;
;            CZ Soluble Boilies, 24mm, 800g, meat-GLM (мясо-зелено губая ракушка);;CZ0704;2,19 EUR;шт;
;            CZ Soluble Boilies, 24mm, 800g, plum (слива);10,000;CZ0674;2,19 EUR;шт;
;            CZ Soluble Boilies, 24mm, 800g, spicy frankfurter-belachan (франкфуртская колбаса);;CZ0711;2,19 EUR;шт;
;            CZ Soluble Boilies, 24mm, 800g, strawberry (клубника);;CZ0667;2,19 EUR;шт;
;        41. MAXXX Boilies (прикормочные бойлы) (Catalogue p. 26);;;;;
;            CZ MAXXX Boilies, 800g, 16mm, black pepper-liver (черный перец-ливер);19,000;CZ2034;4,24 EUR;шт;
;            CZ MAXXX Boilies, 800g, 16mm, pineapple-scopex (ананас - скопекс);20,000;CZ2027;4,24 EUR;шт;
;            CZ MAXXX Boilies, 800g, 16mm, spicy sausage-chilli-robin red (колбаса-специи);19,000;CZ2058;4,24 EUR;шт;
;            CZ MAXXX Boilies, 800g, 16mm, spicy squid-krill (кальмар - криль);29,000;CZ2041;4,24 EUR;шт;
;            CZ MAXXX Boilies, 800g, 16mm, strawberry-fish (клубника - рыба);20,000;CZ2010;4,24 EUR;шт;
;            CZ MAXXX Boilies, 800g, 20mm, black pepper-liver (черный перец-ливер);9,000;CZ2089;4,24 EUR;шт;
;            CZ MAXXX Boilies, 800g, 20mm, pineapple-scopex (ананас - скопекс);9,000;CZ2072;4,24 EUR;шт;
;            CZ MAXXX Boilies, 800g, 20mm, spicy sausage-chilli-robin red (колбаса-специи);9,000;CZ2102;4,24 EUR;шт;
;            CZ MAXXX Boilies, 800g, 20mm, spicy squid-krill (кальмар - криль);19,000;CZ2096;4,24 EUR;шт;
;            CZ MAXXX Boilies, 800g, 20mm, strawberry-fish (клубника - рыба);9,000;CZ2065;4,24 EUR;шт;
;        42. Boilie Paste (пилящая паста для бойлов) (Catalogue p. 26);;;;;
;            CZ Boilie Paste, 600g, black pepper-liver (черный перец-ливер);12,000;CZ2140;2,40 EUR;шт;
;            CZ Boilie Paste, 600g, pineapple-scopex (ананас - скопекс);;CZ2133;2,40 EUR;шт;
;            CZ Boilie Paste, 600g, spicy sausage-chilli-robin red (колбаса-специи);12,000;CZ2164;2,40 EUR;шт;
;            CZ Boilie Paste, 600g, spicy squid-krill (кальмар - криль);13,000;CZ2157;2,40 EUR;шт;
;            CZ Boilie Paste, 600g, strawberry-fish (клубника - рыба);13,000;CZ2126;2,40 EUR;шт;
;        43. Weekend boilies (прикормочные бойлы) (Catalogue p. 27);;;;;
;            CZ Weekend Boilies, 16&20mm, fruit mix, 10kg (фруктовая смесь);;CZ7092;28,40 EUR;шт;
;            CZ Weekend Boilies, 16&20mm, meat mix, 10kg (мясная смесь);;CZ7108;28,40 EUR;шт;
;            Weekend boilies fruit mix 16+20 mm 2500 g (фруктовая смесь);;CZ6296;7,92 EUR;шт;
;            Weekend boilies meat mix 16+20 mm 2500 g (мясная смесь);;CZ6302;6,92 EUR;шт;
;        44. High Protein Boilie Mix (бойловая смесь-основа с высоким содержанием белка) (Catalogue p. 29);;;;;
;            CZ High Protein Boilie Mix, 1 kg (насыщенная протеинами,белками бойловая смесь);11,000;CZ4856;2,39 EUR;шт;
;        45. Hand Made Boilies (бойлы ручной работы);;;;;
;            CZ Hand Made Boilies, 16mm, 400g, Power Gammarus (гаммарус-рак);319,000;CZ6354;1,65 EUR;шт;
;            CZ Hand Made Boilies, 16mm, 400g, Power Pellets (микропеллетсы);151,000;CZ6347;1,65 EUR;шт;
;            CZ Hand Made Boilies, 20mm, 400g, Power Gammarus (гаммарус-рак);;CZ9003;1,65 EUR;шт;
;            CZ Hand Made Boilies, 20mm, 400g, Power Pellets (микропеллетсы);212,000;CZ8990;1,65 EUR;шт;
;            CZ Hand Made Boilies, 28mm, 400g, Power Gammarus (гаммарус-рак);538,000;CZ9027;1,65 EUR;шт;
;            CZ Hand Made Boilies, 28mm, 400g, Power Pellets (микропеллетсы);552,000;CZ9010;1,65 EUR;шт;
;        46. Spice Bomb (бойлы со специями);;;;;
;            CZ Spice Bomb Boilies, 16mm, 400g, Hot Bomb (вибух специ-бойлы);36,000;CZ6088;1,65 EUR;шт;
;            CZ Spice Bomb Boilies, 20mm, 400g, Hot Bomb (вибух специ-бойлы);262,000;CZ8822;1,65 EUR;шт;
;            CZ Spice Bomb Boilies, 28mm, 400g, Hot Bomb (вибух специ-бойлы);380,000;CZ8525;1,65 EUR;шт;
;        47. XXL Carp (большие бойлы для карпов);;;;;
;            CZ XXL Carp Boilies, 30mm, 500g, lobster-tigernut (омар-тигровый орех);433,000;CZ8921;1,65 EUR;шт;
;            CZ XXL Carp Boilies, 30mm, 500g, squid-wild cherry (кальмар-дикая вишня);453,000;CZ8914;1,65 EUR;шт;
;            CZ XXL Carp Boilies, 30mm, 500g, strawberry-liver (клубника-печень);384,000;CZ8907;1,65 EUR;шт;
;        48. Boilie Liquid Aroma (ликвид для изготовление бойлов, можно варить) (Catalogue p. 30);;;;;
;            CZ Liquid Boilie Aroma, 50ml, banana (банан);5,000;CZ6149;3,00 EUR;шт;
;            CZ Liquid Boilie Aroma, 50ml, GLM (зелено губая ракушка);8,000;CZ6224;3,00 EUR;шт;
;            CZ Liquid Boilie Aroma, 50ml, liver (печень);;CZ6200;4,63 EUR;шт;
;            CZ Liquid Boilie Aroma, 50ml, mango (манго);4,000;CZ6163;3,00 EUR;шт;
;            CZ Liquid Boilie Aroma, 50ml, monster crab  (гигантский краб);;CZ6194;4,63 EUR;шт;
;            CZ Liquid Boilie Aroma, 50ml, pineapple (ананас);;CZ6156;3,00 EUR;шт;
;            CZ Liquid Boilie Aroma, 50ml, smoked sausage (копченая колбаса);2,000;CZ6170;3,00 EUR;шт;
;            CZ Liquid Boilie Aroma, 50ml, spice mix (микс из специй);;CZ6187;3,00 EUR;шт;
;            CZ Liquid Boilie Aroma, 50ml, squid-octopus  (кальмар-осьминог);;CZ6217;3,00 EUR;шт;
;            CZ Liquid Boilie Aroma, 50ml, strawberry (клубника);1,000;CZ6132;3,00 EUR;шт;
;        49. Fanatic Boilie Mix (бойловый микс премиум-класса для изготовление бойлов) (Catalogue p. 30);;;;;
;            CZ Boilie Mix, 3kg, crazy fish  (бешеная рыба);3,000;CZ6101;9,92 EUR;шт;
;            CZ Boilie Mix, 3kg, hell spice (адсткие специи);10,000;CZ6125;9,92 EUR;шт;
;            CZ Boilie Mix, 3kg, robin red (перец-специи );9,000;CZ6095;9,92 EUR;шт;
;            CZ Boilie Mix, 3kg, sweet cream (сливки);15,000;CZ6118;9,92 EUR;шт;
;        50. Fire Shot Hookable Baits 16мм (насадочные бойлы) (Catalogue p. 31);;;;;
;            Fire Shot Hook Baits Boilie Honey 120g   (мед);26,000;CZ8160;0,90 EUR;шт;
;            Fire Shot Hook Baits Boilie Monster Crab 120g  (гигантский краб);36,000;CZ8184;0,90 EUR;шт;
;            Fire Shot Hook Baits Boilie Mussel 120g  (ракушка,мидия);;CZ8207;0,90 EUR;шт;
;            Fire Shot Hook Baits Boilie Pineapple 120g (ананас);37,000;CZ8177;0,90 EUR;шт;
;            Fire Shot Hook Baits Boilie Squid-Octopus 120g  (кальмар-осьминог);;CZ8191;0,90 EUR;шт;
;            Fire Shot Hook Baits Boilie Strawberry 120g    (клубника);25,000;CZ8153;0,90 EUR;шт;
;        51. Carp Barrel & Mega Barrel (бочковидные бойлы);;;;;
;            CZ Carp Barrel, 20mm, 110g, banana-hemp (банан-конопляное семя);1 228,000;CZ8730;0,99 EUR;шт;
;            CZ Carp Barrel, 20mm, 110g, mexicano (мексиканские специи);897,000;CZ8754;0,99 EUR;шт;
;            CZ Carp Barrel, 20mm, 110g, pineapple-squid (ананас-кальмар);1 343,000;CZ8747;0,99 EUR;шт;
;            CZ Carp Barrel, 20mm, 110g, robin red (перец-специи );977,000;CZ8716;0,99 EUR;шт;
;            CZ Carp Barrel, 20mm, 110g, wild cherry (дикая черешня);855,000;CZ8723;0,99 EUR;шт;
;            CZ Mega Barrel, 30mm, 230g, banana-hemp (банан-конопляное семя);1 429,000;CZ8792;0,99 EUR;шт;
;            CZ Mega Barrel, 30mm, 230g, mexicano (мексиканские специи);1 428,000;CZ8815;0,99 EUR;шт;
;            CZ Mega Barrel, 30mm, 230g, pineapple-squid (ананас-кальмар);1 455,000;CZ8808;0,99 EUR;шт;
;            CZ Mega Barrel, 30mm, 230g, robin red (перец-специи );1 450,000;CZ8778;0,99 EUR;шт;
;            CZ Mega Barrel, 30mm, 230g, strawberry-fish (клубника-рыба );1 392,000;CZ8761;0,99 EUR;шт;
;            CZ Mega Barrel, 30mm, 230g, wild cherry (дикая черешня);1 412,000;CZ8785;0,99 EUR;шт;
;        52. Mini Boilies 10мм  (мини бойлы) (Catalogue p. 31);;;;;
;            CZ Mini Boilies, Banana-Hemp, 150g 10мм. (банан-конопляное семя);;CZ2318;1,27 EUR;шт;
;            CZ Mini Boilies, GLM, 150g 10мм. (зелено губая ракушка,мидия);;CZ2295;1,27 EUR;шт;
;            CZ Mini Boilies, Honey, 150g 10мм. (мед);55,000;CZ2288;1,27 EUR;шт;
;            CZ Mini Boilies, Pineapple-Squid, 150g 10мм. (ананас-кальмар);;CZ2271;1,27 EUR;шт;
;            CZ Mini Boilies, Scopex-Tigernuts, 150g 10мм. (скопекс-тигровый орех);;CZ2301;1,27 EUR;шт;
;            CZ Mini Boilies, Strawberry, 150g 10мм. (клубника);50,000;CZ2264;1,27 EUR;шт;
;            CZ Mini Boilies, Sweat Corn, 150g 10мм.  (сладкая кукуруза);;CZ2257;1,27 EUR;шт;
;            CZ Mini Boilies, Vanilla, 150g 10мм. (ваниль);;CZ4658;1,27 EUR;шт;
;        53. Duo Hook Boilies (комбинированные бойлы с двойным вкусом) (Catalogue p. 32);;;;;
;            Duo Hook Boilies, 16 mm, 110g, banana-liver (двухцветные бойлы, банан-печень);;CZ5303;1,52 EUR;шт;
;            Duo Hook Boilies, 16 mm, 110g, Robin Red-Black Pepper (двухцветные бойлы, робин ред острые специи-черный перец);;CZ5259;1,52 EUR;шт;
;            Duo Hook Boilies, 16&20mm, 110g, banana-liver (банан-печень);13,000;CZ9745;1,52 EUR;шт;
;            Duo Hook Boilies, 16&20mm, 110g, choco-vanilla (шоколад-ваниль);;CZ9714;1,52 EUR;шт;
;            Duo Hook Boilies, 16&20mm, 110g, hot spice-garlic (острые специи-чеснок);6,000;CZ9752;1,52 EUR;шт;
;            Duo Hook Boilies, 16&20mm, 110g, pineapple-squid (ананас-кальмар);3,000;CZ9738;1,52 EUR;шт;
;            Duo Hook Boilies, 16&20mm, 110g, plum-octopus  (слива-осьминог,кальмар);;CZ9721;1,52 EUR;шт;
;            Duo Hook Boilies, 16&20mm, 110g, robin red-black pepper (робин ред острые специи-черный перец);;CZ9691;1,52 EUR;шт;
;            Duo Hook Boilies, 16&20mm, 110g, strawberry-fish (клубника-рыба);;CZ9707;1,52 EUR;шт;
;        54. Balanced Boilie (балансировочные бойли);;;;;
;            CZ Balanced Boilie, GLM, 100g (зеленогубая мидия);528,000;CZ0369;1,12 EUR;шт;
;            CZ Balanced Boilie, Hot Spicy, 100g (острые специи);516,000;CZ0376;1,12 EUR;шт;
;            CZ Balanced Boilie, Pineapple-Squid, 100g (ананас-кальмар);313,000;CZ0352;1,12 EUR;шт;
;            CZ Balanced Boilie, Scopex-Tigernuts, 100g (скопекс-тигровый орех);142,000;CZ0338;1,12 EUR;шт;
;        55. Duo Pop Ups (комбинированные бойлы с двойным вкусом-плавающие) (Catalogue p. 32);;;;;
;            Duo Pop Ups, 12&16mm, 65g, banana-liver (банан-печень);;CZ9813;2,42 EUR;шт;
;            Duo Pop Ups, 12&16mm, 65g, choco-vanilla (шоколад-ваниль);32,000;CZ9783;2,42 EUR;шт;
;            Duo Pop Ups, 12&16mm, 65g, hot spice-garlic (острые специи-чеснок);24,000;CZ9820;2,42 EUR;шт;
;            Duo Pop Ups, 12&16mm, 65g, pineapple-squid (ананас-кальмар);31,000;CZ9806;2,42 EUR;шт;
;            Duo Pop Ups, 12&16mm, 65g, plum-octopus (слива-осьминог,кальмар);28,000;CZ9790;2,42 EUR;шт;
;            Duo Pop Ups, 12&16mm, 65g, robin red-black pepper (робин ред острые специи-черный перец);4,000;CZ9769;2,42 EUR;шт;
;            Duo Pop Ups, 12&16mm, 65g, strawberry-fish (клубника-рыба);31,000;CZ9776;2,42 EUR;шт;
;        56. Coated Boilie (пылящие бойлы с покрытием);;;;;
;            CZ Coated Boilie, Hot Spicy, 100g (острые специи);502,000;CZ0420;1,16 EUR;шт;
;            CZ Coated Boilie, Monster Crab, 100g (гигантский краб);591,000;CZ0406;1,16 EUR;шт;
;            CZ Coated Boilie, Pineapple-Squid, 100g (ананас-кальмар);280,000;CZ0413;1,16 EUR;шт;
;            CZ Coated Boilie, Scopex, 100g (скопекс);573,000;CZ0390;1,16 EUR;шт;
;            CZ Coated Boilie, Strawberry, 100g (клубника);213,000;CZ0383;1,16 EUR;шт;
;        57. Mini Pop Ups 10мм  (мини бойлы-плавающие) (Catalogue p. 33);;;;;
;            Mini Pop Ups, Crab-Mussel e120g   10мм. (краб-мидия);7,000;CZ7514;3,19 EUR;шт;
;            Mini Pop Ups, GLM e120g     10мм. (зелено губая ракушка);145,000;CZ7507;2,79 EUR;шт;
;            Mini Pop Ups, Honey e120g  10мм.  (мед);30,000;CZ7477;3,19 EUR;шт;
;            Mini Pop Ups, Scopex e120g  10мм.  (скопекс);135,000;CZ7491;2,79 EUR;шт;
;            Mini Pop Ups, Strawberry e120g 10мм.  (клубника);37,000;CZ7460;3,19 EUR;шт;
;            Mini Pop Ups, Sweet Corn e120g 10мм. (сладкая какуруза);;CZ7484;3,19 EUR;шт;
;            Mini Pop Ups, Vanilla e120g 10мм. (ваниль);69,000;CZ4399;3,19 EUR;шт;
;        58. Pop Ups 16мм (плавающие бойлы,насадочные ) (Catalogue p. 33);;;;;
;            CZ Pop Ups, Banana-Hemp, 100g 16мм. (банан-конопляное семя);22,000;CZ0277;2,07 EUR;шт;
;            CZ Pop Ups, GLM, 100g 16мм. (зелено губая ракушка,мидия);36,000;CZ0246;2,07 EUR;шт;
;            CZ Pop Ups, Honey, 100g 16мм. (мед);;CZ0253;2,07 EUR;шт;
;            CZ Pop Ups, Hot Spicy, 100g 16мм. (острые специи);26,000;CZ0314;2,07 EUR;шт;
;            CZ Pop Ups, Monster Crab, 100g 16мм. (гигантский краб);28,000;CZ0291;2,07 EUR;шт;
;            CZ Pop Ups, Pineapple-Squid, 100g 16мм. (ананас-кальмар);39,000;CZ0307;2,07 EUR;шт;
;            CZ Pop Ups, Scopex-Tigernuts, 100g  16мм. (скопекс-тигровый орех);12,000;CZ0284;2,07 EUR;шт;
;            CZ Pop Ups, Scopex, 100g 16мм. (скопекс);44,000;CZ0260;2,07 EUR;шт;
;            CZ Pop Ups, Strawberry, 100g 16мм. (клубника);21,000;CZ0222;2,07 EUR;шт;
;            CZ Pop Ups, Sweet Corn, 100g 16мм.  (сладкая кукуруза);21,000;CZ0239;2,07 EUR;шт;
;            CZ Pop Ups, Vanilla, 100g 16мм. (ваниль);;CZ4405;2,07 EUR;шт;
;        59. Fluo Pop Ups (плавающие насадочные  бойлы-флуоресцентные) (Catalogue p. 34);;;;;
;            CZ FLUO Pop Ups Green, GLM, 16mm, 100g (зелено губая ракушка,мидия);33,000;CZ0178;3,20 EUR;шт;
;            CZ FLUO Pop Ups Orange, Tropical Fruits, 16mm,100g(тропические фрукты);19,000;CZ0161;3,20 EUR;шт;
;            CZ FLUO Pop Ups Red, Strawberry-Fish, 16mm, 100g  (клубника-рыба);11,000;CZ0147;3,20 EUR;шт;
;            CZ FLUO Pop Ups White, Pineapple-Squid, 16mm, 100g (ананас-кальмар);30,000;CZ0185;3,20 EUR;шт;
;            CZ FLUO Pop Ups Yellow, Banana-Sweet Corn,16mm,100g(банан-кукуруза);16,000;CZ0154;3,20 EUR;шт;
;            CZ Fluo Pop Ups, 10mm, 100g, colour mix (цветной микс - без вкусовых добавок);14,000;CZ6279;3,99 EUR;шт;
;            CZ Fluo Pop Ups, 10mm, 100g, green (зеленый - без вкусовых добавок);16,000;CZ6262;3,99 EUR;шт;
;            CZ Fluo Pop Ups, 10mm, 100g, red (красный - без вкусовых добавок);20,000;CZ6248;3,99 EUR;шт;
;            CZ Fluo Pop Ups, 10mm, 100g, white (белый - без вкусовых добавок);22,000;CZ6231;3,99 EUR;шт;
;            CZ Fluo Pop Ups, 10mm, 100g, yellow (желтый - без вкусовых добавок);17,000;CZ6255;3,99 EUR;шт;
;        60. Soft Pop Ups (плавающие мягкие насадки) (Catalogue p. 34);;;;;
;            Soft Pop Ups, 8&10&12mm, 70g, fish-halibut (рыба-палтус);36,000;CZ0669;2,26 EUR;шт;
;            Soft Pop Ups, 8&10&12mm, 70g, monster crab (гигантский краб);12,000;CZ0676;2,26 EUR;шт;
;            Soft Pop Ups, 8&10&12mm, 70g, pineapple (ананас);30,000;CZ0621;2,26 EUR;шт;
;            Soft Pop Ups, 8&10&12mm, 70g, red fruit mix (красный, фруктовый микс);25,000;CZ0638;2,26 EUR;шт;
;            Soft Pop Ups, 8&10&12mm, 70g, spice mix (смесь специй);23,000;CZ0652;2,26 EUR;шт;
;            Soft Pop Ups, 8&10&12mm, 70g, strawberry (клубника);38,000;CZ0614;2,26 EUR;шт;
;            Soft Pop Ups, 8&10&12mm, 70g, yellow fruit mix (желтый, фруктовый микс);23,000;CZ0645;2,26 EUR;шт;
;        61. Feeder Fizz Tablets (фидерные пилящие таблетки) (Catalogue p. 35);;;;;
;            Feeder Competition Feeder Fizz Tablets, 100g, cheese (сыр);58,000;CZ1808;2,74 EUR;шт;
;            Feeder Competition Feeder Fizz Tablets, 100g, fish mix (рыбный микс);56,000;CZ1815;2,74 EUR;шт;
;            Feeder Competition Feeder Fizz Tablets, 100g, pineapple (ананас);54,000;CZ1822;2,74 EUR;шт;
;            Feeder Competition Feeder Fizz Tablets, 100g, spicy garlic (чеснок);33,000;CZ1839;2,74 EUR;шт;
;            Feeder Competition Feeder Fizz Tablets, 100g, strawberry (клубника);35,000;CZ1792;2,74 EUR;шт;
;        62. Feeder Boilies (фидерные насадочные бойлы) (Catalogue p. 36);;;;;
;            Feeder Competition Feeder Boilies, 8mm, 85g, fish-halibut (рыба-палтус);71,000;CZ0898;1,71 EUR;шт;
;            Feeder Competition Feeder Boilies, 8mm, 85g, garlic (чеснок);;CZ0874;1,71 EUR;шт;
;            Feeder Competition Feeder Boilies, 8mm, 85g, honey (мед);36,000;CZ0850;1,71 EUR;шт;
;            Feeder Competition Feeder Boilies, 8mm, 85g, hot pepper (острый перец);36,000;CZ0881;1,71 EUR;шт;
;            Feeder Competition Feeder Boilies, 8mm, 85g, pineapple (ананас);43,000;CZ0867;1,71 EUR;шт;
;            Feeder Competition Feeder Boilies, 8mm, 85g, strawberry (клубника);1,000;CZ0836;1,71 EUR;шт;
;            Feeder Competition Feeder Boilies, 8mm, 85g, vanilla (ваниль);36,000;CZ0843;1,71 EUR;шт;
;        63. Pre-Drilled Feeder Boilies (фидерные насадочные бойлы-перфорированные) (Catalogue p. 36);;;;;
;            Feeder Competition Pre-drilled Feeder Boilies, 9mm, 85g, exotic fruits (с дыркой, экзотические фрукт;34,000;CZ0805;3,20 EUR;шт;
;            Feeder Competition Pre-drilled Feeder Boilies, 9mm, 85g, pineapple (с дыркой, ананас);26,000;CZ0799;3,20 EUR;шт;
;            Feeder Competition Pre-drilled Feeder Boilies, 9mm, 85g, robin red (с дыркой, перец робин ред);24,000;CZ0812;3,20 EUR;шт;
;            Feeder Competition Pre-drilled Feeder Boilies, 9mm, 85g, squid-octopus (с дыркой, кальмар-осьминог);24,000;CZ0829;3,20 EUR;шт;
;            Feeder Competition Pre-drilled Feeder Boilies, 9mm, 85g, strawberry (с дыркой, клубника);28,000;CZ0775;3,20 EUR;шт;
;            Feeder Competition Pre-drilled Feeder Boilies, 9mm, 85g, vanilla (с дыркой, ваниль);29,000;CZ0782;3,20 EUR;шт;
;        64. Feeder Soft Hookers (фидерный насадочный пеллетс) (Catalogue p. 37);;;;;
;            Feeder Competition Feeder Soft Hookers, 8&10mm, 90g, banana (банан);16,000;CZ0928;1,72 EUR;шт;
;            Feeder Competition Feeder Soft Hookers, 8&10mm, 90g, fish-halibut (рыба-палтус);11,000;CZ0966;1,72 EUR;шт;
;            Feeder Competition Feeder Soft Hookers, 8&10mm, 90g, garlic (чеснок);27,000;CZ0942;1,72 EUR;шт;
;            Feeder Competition Feeder Soft Hookers, 8&10mm, 90g, honey (мед);23,000;CZ0911;1,72 EUR;шт;
;            Feeder Competition Feeder Soft Hookers, 8&10mm, 90g, monster crab (гигантский краб);11,000;CZ0973;1,72 EUR;шт;
;            Feeder Competition Feeder Soft Hookers, 8&10mm, 90g, scopex-tigernuts (скопекс-тигровый орех);19,000;CZ0935;1,72 EUR;шт;
;            Feeder Competition Feeder Soft Hookers, 8&10mm, 90g, spice mix (смесь специй);14,000;CZ0959;1,72 EUR;шт;
;            Feeder Competition Feeder Soft Hookers, 8&10mm, 90g, strawberry (клубника);;CZ0904;1,72 EUR;шт;
;        65. Sweet Feeder Dip (фидерный дип) (Catalogue p. 37);;;;;
;            Feeder Competition Sweet Feeder Dip, 80ml, caramel (карамель);35,000;CZ0737;1,78 EUR;шт;
;            Feeder Competition Sweet Feeder Dip, 80ml, sweet cinnamon & plum;47,000;CZ0720;1,78 EUR;шт;
;            Feeder Competition Sweet Feeder Dip, 80ml, sweet clove;25,000;CZ0751;1,78 EUR;шт;
;            Feeder Competition Sweet Feeder Dip, 80ml, sweet fish (сладкая рыба);32,000;CZ0768;1,78 EUR;шт;
;            Feeder Competition Sweet Feeder Dip, 80ml, sweet honey (сладкий мед);16,000;CZ0690;1,78 EUR;шт;
